country_or_area,continent,year,value,category
Australia,Oceania,2014,393126.947,CO2 Emissions
Australia,Oceania,2013,396913.9365,CO2 Emissions
Australia,Oceania,2012,406462.8477,CO2 Emissions
Australia,Oceania,2011,403705.5283,CO2 Emissions
Australia,Oceania,2010,406200.9932,CO2 Emissions
Australia,Oceania,2009,408448.479,CO2 Emissions
Australia,Oceania,2008,404237.8282,CO2 Emissions
Australia,Oceania,2007,398816.4535,CO2 Emissions
Australia,Oceania,2006,391134.1009,CO2 Emissions
Australia,Oceania,2005,385581.1328,CO2 Emissions
Australia,Oceania,2004,381519.2616,CO2 Emissions
Australia,Oceania,2003,368345.9774,CO2 Emissions
Australia,Oceania,2002,361861.3879,CO2 Emissions
Australia,Oceania,2001,357653.3299,CO2 Emissions
Australia,Oceania,2000,349885.4331,CO2 Emissions
Australia,Oceania,1999,343713.9069,CO2 Emissions
Australia,Oceania,1998,334328.1426,CO2 Emissions
Australia,Oceania,1997,320439.1168,CO2 Emissions
Australia,Oceania,1996,311914.8198,CO2 Emissions
Australia,Oceania,1995,305162.5435,CO2 Emissions
Australia,Oceania,1994,293830.7091,CO2 Emissions
Australia,Oceania,1993,289142.2677,CO2 Emissions
Australia,Oceania,1992,284766.0927,CO2 Emissions
Australia,Oceania,1991,279741.639,CO2 Emissions
Australia,Oceania,1990,278265.8989,CO2 Emissions
Austria,Europe,2014,64262.56399,CO2 Emissions
Austria,Europe,2013,67957.12111,CO2 Emissions
Austria,Europe,2012,67698.65863,CO2 Emissions
Austria,Europe,2011,70327.16704,CO2 Emissions
Austria,Europe,2010,72531.82613,CO2 Emissions
Austria,Europe,2009,67682.72515,CO2 Emissions
Austria,Europe,2008,74066.25579,CO2 Emissions
Austria,Europe,2007,74268.11072,CO2 Emissions
Austria,Europe,2006,76934.95153,CO2 Emissions
Austria,Europe,2005,79588.50188,CO2 Emissions
Austria,Europe,2004,78388.99743,CO2 Emissions
Austria,Europe,2003,78023.9539,CO2 Emissions
Austria,Europe,2002,72126.59144,CO2 Emissions
Austria,Europe,2001,70299.47115,CO2 Emissions
Austria,Europe,2000,66274.74325,CO2 Emissions
Austria,Europe,1999,65660.13364,CO2 Emissions
Austria,Europe,1998,67047.25067,CO2 Emissions
Austria,Europe,1997,67455.89273,CO2 Emissions
Austria,Europe,1996,67667.2627,CO2 Emissions
Austria,Europe,1995,64202.15922,CO2 Emissions
Austria,Europe,1994,61189.1025,CO2 Emissions
Austria,Europe,1993,60790.75772,CO2 Emissions
Austria,Europe,1992,60432.24934,CO2 Emissions
Austria,Europe,1991,65903.51331,CO2 Emissions
Austria,Europe,1990,62297.16557,CO2 Emissions
Belarus,Europe,2014,60615.64573,CO2 Emissions
Belarus,Europe,2013,61510.98715,CO2 Emissions
Belarus,Europe,2012,60636.85139,CO2 Emissions
Belarus,Europe,2011,61128.40059,CO2 Emissions
Belarus,Europe,2010,61632.4927,CO2 Emissions
Belarus,Europe,2009,59596.20538,CO2 Emissions
Belarus,Europe,2008,63846.10379,CO2 Emissions
Belarus,Europe,2007,61563.88173,CO2 Emissions
Belarus,Europe,2006,62229.39888,CO2 Emissions
Belarus,Europe,2005,59664.73908,CO2 Emissions
Belarus,Europe,2004,58457.64762,CO2 Emissions
Belarus,Europe,2003,54845.14584,CO2 Emissions
Belarus,Europe,2002,53843.70442,CO2 Emissions
Belarus,Europe,2001,53783.84767,CO2 Emissions
Belarus,Europe,2000,53686.85749,CO2 Emissions
Belarus,Europe,1999,55033.95212,CO2 Emissions
Belarus,Europe,1998,57426.32958,CO2 Emissions
Belarus,Europe,1997,60971.81631,CO2 Emissions
Belarus,Europe,1996,57251.3557,CO2 Emissions
Belarus,Europe,1995,56005.93938,CO2 Emissions
Belarus,Europe,1994,62402.27908,CO2 Emissions
Belarus,Europe,1993,75551.75529,CO2 Emissions
Belarus,Europe,1992,87060.81029,CO2 Emissions
Belarus,Europe,1991,93649.16614,CO2 Emissions
Belarus,Europe,1990,100438.0951,CO2 Emissions
Belgium,Europe,2014,96325.41318,CO2 Emissions
Belgium,Europe,2013,101744.7367,CO2 Emissions
Belgium,Europe,2012,100931.5956,CO2 Emissions
Belgium,Europe,2011,104945.7138,CO2 Emissions
Belgium,Europe,2010,114155.3867,CO2 Emissions
Belgium,Europe,2009,107282.5435,CO2 Emissions
Belgium,Europe,2008,120362.6098,CO2 Emissions
Belgium,Europe,2007,118027.4086,CO2 Emissions
Belgium,Europe,2006,122319.5938,CO2 Emissions
Belgium,Europe,2005,125118.0165,CO2 Emissions
Belgium,Europe,2004,128640.4835,CO2 Emissions
Belgium,Europe,2003,127523.9897,CO2 Emissions
Belgium,Europe,2002,126015.1947,CO2 Emissions
Belgium,Europe,2001,125649.3705,CO2 Emissions
Belgium,Europe,2000,126315.2099,CO2 Emissions
Belgium,Europe,1999,124208.0718,CO2 Emissions
Belgium,Europe,1998,129737.09,CO2 Emissions
Belgium,Europe,1997,123495.7428,CO2 Emissions
Belgium,Europe,1996,129010.4717,CO2 Emissions
Belgium,Europe,1995,125519.442,CO2 Emissions
Belgium,Europe,1994,124426.8857,CO2 Emissions
Belgium,Europe,1993,121156.965,CO2 Emissions
Belgium,Europe,1992,122217.9195,CO2 Emissions
Belgium,Europe,1991,123130.6529,CO2 Emissions
Belgium,Europe,1990,119982.5034,CO2 Emissions
Bulgaria,Europe,2014,45139.95529,CO2 Emissions
Bulgaria,Europe,2013,42534.9272,CO2 Emissions
Bulgaria,Europe,2012,48117.55608,CO2 Emissions
Bulgaria,Europe,2011,53020.98112,CO2 Emissions
Bulgaria,Europe,2010,47678.64896,CO2 Emissions
Bulgaria,Europe,2009,45487.87355,CO2 Emissions
Bulgaria,Europe,2008,53655.14017,CO2 Emissions
Bulgaria,Europe,2007,55184.4241,CO2 Emissions
Bulgaria,Europe,2006,51446.28294,CO2 Emissions
Bulgaria,Europe,2005,50191.11606,CO2 Emissions
Bulgaria,Europe,2004,49170.33769,CO2 Emissions
Bulgaria,Europe,2003,49971.15158,CO2 Emissions
Bulgaria,Europe,2002,45786.29472,CO2 Emissions
Bulgaria,Europe,2001,48568.91783,CO2 Emissions
Bulgaria,Europe,2000,44896.67055,CO2 Emissions
Bulgaria,Europe,1999,45751.7891,CO2 Emissions
Bulgaria,Europe,1998,52143.35677,CO2 Emissions
Bulgaria,Europe,1997,54790.13416,CO2 Emissions
Bulgaria,Europe,1996,57581.19476,CO2 Emissions
Bulgaria,Europe,1995,57221.60629,CO2 Emissions
Bulgaria,Europe,1994,55649.08132,CO2 Emissions
Bulgaria,Europe,1993,57203.93552,CO2 Emissions
Bulgaria,Europe,1992,56551.59357,CO2 Emissions
Bulgaria,Europe,1991,59769.3415,CO2 Emissions
Bulgaria,Europe,1990,78197.88126,CO2 Emissions
Canada,North America,2014,574099.7755,CO2 Emissions
Canada,North America,2013,573094.0388,CO2 Emissions
Canada,North America,2012,563423.6132,CO2 Emissions
Canada,North America,2011,558152.7229,CO2 Emissions
Canada,North America,2010,555003.7603,CO2 Emissions
Canada,North America,2009,542829.4589,CO2 Emissions
Canada,North America,2008,577444.9302,CO2 Emissions
Canada,North America,2007,596041.322,CO2 Emissions
Canada,North America,2006,573479.2697,CO2 Emissions
Canada,North America,2005,579225.3357,CO2 Emissions
Canada,North America,2004,585414.8606,CO2 Emissions
Canada,North America,2003,587306.6785,CO2 Emissions
Canada,North America,2002,569862.1456,CO2 Emissions
Canada,North America,2001,564617.0203,CO2 Emissions
Canada,North America,2000,572290.3855,CO2 Emissions
Canada,North America,1999,550183.0634,CO2 Emissions
Canada,North America,1998,533794.4536,CO2 Emissions
Canada,North America,1997,525120.0112,CO2 Emissions
Canada,North America,1996,510619.6822,CO2 Emissions
Canada,North America,1995,497224.8369,CO2 Emissions
Canada,North America,1994,482691.6713,CO2 Emissions
Canada,North America,1993,467607.2372,CO2 Emissions
Canada,North America,1992,468546.4589,CO2 Emissions
Canada,North America,1991,454246.1379,CO2 Emissions
Canada,North America,1990,463493.3324,CO2 Emissions
Croatia,Europe,2014,17607.32241,CO2 Emissions
Croatia,Europe,2013,18359.49984,CO2 Emissions
Croatia,Europe,2012,18776.38135,CO2 Emissions
Croatia,Europe,2011,20614.44047,CO2 Emissions
Croatia,Europe,2010,21183.70931,CO2 Emissions
Croatia,Europe,2009,21965.63527,CO2 Emissions
Croatia,Europe,2008,23715.38432,CO2 Emissions
Croatia,Europe,2007,24955.37593,CO2 Emissions
Croatia,Europe,2006,23684.93503,CO2 Emissions
Croatia,Europe,2005,23451.84585,CO2 Emissions
Croatia,Europe,2004,23005.23485,CO2 Emissions
Croatia,Europe,2003,23355.2211,CO2 Emissions
Croatia,Europe,2002,22031.12667,CO2 Emissions
Croatia,Europe,2001,20943.10996,CO2 Emissions
Croatia,Europe,2000,19789.12175,CO2 Emissions
Croatia,Europe,1999,20215.65323,CO2 Emissions
Croatia,Europe,1998,19372.3876,CO2 Emissions
Croatia,Europe,1997,18666.46698,CO2 Emissions
Croatia,Europe,1996,17587.89846,CO2 Emissions
Croatia,Europe,1995,16992.80042,CO2 Emissions
Croatia,Europe,1994,16342.18188,CO2 Emissions
Croatia,Europe,1993,17081.22802,CO2 Emissions
Croatia,Europe,1992,16607.13448,CO2 Emissions
Croatia,Europe,1991,17268.91035,CO2 Emissions
Croatia,Europe,1990,23390.07521,CO2 Emissions
Cyprus,Europe,2014,6878.555309,CO2 Emissions
Cyprus,Europe,2013,6449.610812,CO2 Emissions
Cyprus,Europe,2012,7160.971876,CO2 Emissions
Cyprus,Europe,2011,7696.667805,CO2 Emissions
Cyprus,Europe,2010,8004.912021,CO2 Emissions
Cyprus,Europe,2009,8372.396592,CO2 Emissions
Cyprus,Europe,2008,8620.395582,CO2 Emissions
Cyprus,Europe,2007,8458.664261,CO2 Emissions
Cyprus,Europe,2006,8152.492308,CO2 Emissions
Cyprus,Europe,2005,7961.983989,CO2 Emissions
Cyprus,Europe,2004,7776.909405,CO2 Emissions
Cyprus,Europe,2003,7550.081928,CO2 Emissions
Cyprus,Europe,2002,7160.388458,CO2 Emissions
Cyprus,Europe,2001,6969.466176,CO2 Emissions
Cyprus,Europe,2000,7095.964385,CO2 Emissions
Cyprus,Europe,1999,6847.659116,CO2 Emissions
Cyprus,Europe,1998,6580.29615,CO2 Emissions
Cyprus,Europe,1997,6287.031657,CO2 Emissions
Cyprus,Europe,1996,6156.132134,CO2 Emissions
Cyprus,Europe,1995,5848.043785,CO2 Emissions
Cyprus,Europe,1994,5977.257105,CO2 Emissions
Cyprus,Europe,1993,5733.674102,CO2 Emissions
Cyprus,Europe,1992,5482.97487,CO2 Emissions
Cyprus,Europe,1991,5107.082887,CO2 Emissions
Cyprus,Europe,1990,4621.007177,CO2 Emissions
Czech Republic,Europe,2014,101159.1222,CO2 Emissions
Czech Republic,Europe,2013,106477.0887,CO2 Emissions
Czech Republic,Europe,2012,109841.3289,CO2 Emissions
Czech Republic,Europe,2011,114113.1467,CO2 Emissions
Czech Republic,Europe,2010,115757.3686,CO2 Emissions
Czech Republic,Europe,2009,113970.0292,CO2 Emissions
Czech Republic,Europe,2008,121780.7163,CO2 Emissions
Czech Republic,Europe,2007,126933.163,CO2 Emissions
Czech Republic,Europe,2006,125923.4024,CO2 Emissions
Czech Republic,Europe,2005,124590.1379,CO2 Emissions
Czech Republic,Europe,2004,126876.9162,CO2 Emissions
Czech Republic,Europe,2003,126151.6488,CO2 Emissions
Czech Republic,Europe,2002,122593.4001,CO2 Emissions
Czech Republic,Europe,2001,125541.5365,CO2 Emissions
Czech Republic,Europe,2000,125841.9693,CO2 Emissions
Czech Republic,Europe,1999,115475.26,CO2 Emissions
Czech Republic,Europe,1998,123696.5173,CO2 Emissions
Czech Republic,Europe,1997,128732.6387,CO2 Emissions
Czech Republic,Europe,1996,132234.0718,CO2 Emissions
Czech Republic,Europe,1995,129767.1664,CO2 Emissions
Czech Republic,Europe,1994,129188.7341,CO2 Emissions
Czech Republic,Europe,1993,135588.5656,CO2 Emissions
Czech Republic,Europe,1992,141565.7197,CO2 Emissions
Czech Republic,Europe,1991,146047.3396,CO2 Emissions
Czech Republic,Europe,1990,161662.0189,CO2 Emissions
Denmark,Europe,2014,37460.65646,CO2 Emissions
Denmark,Europe,2013,41537.03581,CO2 Emissions
Denmark,Europe,2012,39524.40203,CO2 Emissions
Denmark,Europe,2011,43970.78926,CO2 Emissions
Denmark,Europe,2010,48993.41738,CO2 Emissions
Denmark,Europe,2009,48592.21139,CO2 Emissions
Denmark,Europe,2008,50935.67153,CO2 Emissions
Denmark,Europe,2007,54429.08517,CO2 Emissions
Denmark,Europe,2006,59162.49963,CO2 Emissions
Denmark,Europe,2005,51307.24452,CO2 Emissions
Denmark,Europe,2004,54916.91056,CO2 Emissions
Denmark,Europe,2003,60493.96172,CO2 Emissions
Denmark,Europe,2002,55339.6717,CO2 Emissions
Denmark,Europe,2001,55845.14718,CO2 Emissions
Denmark,Europe,2000,54148.90497,CO2 Emissions
Denmark,Europe,1999,58456.41582,CO2 Emissions
Denmark,Europe,1998,61117.34163,CO2 Emissions
Denmark,Europe,1997,65457.83484,CO2 Emissions
Denmark,Europe,1996,75110.84099,CO2 Emissions
Denmark,Europe,1995,61914.16101,CO2 Emissions
Denmark,Europe,1994,64988.7809,CO2 Emissions
Denmark,Europe,1993,61038.67124,CO2 Emissions
Denmark,Europe,1992,58960.31152,CO2 Emissions
Denmark,Europe,1991,64874.81386,CO2 Emissions
Denmark,Europe,1990,54306.43334,CO2 Emissions
Estonia,Europe,2014,18918.71534,CO2 Emissions
Estonia,Europe,2013,19566.36837,CO2 Emissions
Estonia,Europe,2012,17304.63723,CO2 Emissions
Estonia,Europe,2011,18449.93086,CO2 Emissions
Estonia,Europe,2010,17833.77961,CO2 Emissions
Estonia,Europe,2009,14153.00516,CO2 Emissions
Estonia,Europe,2008,17264.52003,CO2 Emissions
Estonia,Europe,2007,18755.64793,CO2 Emissions
Estonia,Europe,2006,15719.52893,CO2 Emissions
Estonia,Europe,2005,16330.73383,CO2 Emissions
Estonia,Europe,2004,17055.07425,CO2 Emissions
Estonia,Europe,2003,16833.21429,CO2 Emissions
Estonia,Europe,2002,15020.28415,CO2 Emissions
Estonia,Europe,2001,15493.86099,CO2 Emissions
Estonia,Europe,2000,15141.38772,CO2 Emissions
Estonia,Europe,1999,15518.49062,CO2 Emissions
Estonia,Europe,1998,16684.30315,CO2 Emissions
Estonia,Europe,1997,18223.60427,CO2 Emissions
Estonia,Europe,1996,18666.13597,CO2 Emissions
Estonia,Europe,1995,17953.73597,CO2 Emissions
Estonia,Europe,1994,19626.44594,CO2 Emissions
Estonia,Europe,1993,18810.96392,CO2 Emissions
Estonia,Europe,1992,24187.82758,CO2 Emissions
Estonia,Europe,1991,33662.37251,CO2 Emissions
Estonia,Europe,1990,36666.0273,CO2 Emissions
European Union,Europe,2014,3463397.564,CO2 Emissions
European Union,Europe,2013,3646389.525,CO2 Emissions
European Union,Europe,2012,3728965.031,CO2 Emissions
European Union,Europe,2011,3789763.641,CO2 Emissions
European Union,Europe,2010,3933290.522,CO2 Emissions
European Union,Europe,2009,3814305.258,CO2 Emissions
European Union,Europe,2008,4149624.296,CO2 Emissions
European Union,Europe,2007,4244213.129,CO2 Emissions
European Union,Europe,2006,4297988.162,CO2 Emissions
European Union,Europe,2005,4290586.668,CO2 Emissions
European Union,Europe,2004,4314560.871,CO2 Emissions
European Union,Europe,2003,4306103.945,CO2 Emissions
European Union,Europe,2002,4208860.123,CO2 Emissions
European Union,Europe,2001,4232036.863,CO2 Emissions
European Union,Europe,2000,4165145.441,CO2 Emissions
European Union,Europe,1999,4139002.995,CO2 Emissions
European Union,Europe,1998,4207666.032,CO2 Emissions
European Union,Europe,1997,4216524.733,CO2 Emissions
European Union,Europe,1996,4304793.283,CO2 Emissions
European Union,Europe,1995,4204480.856,CO2 Emissions
European Union,Europe,1994,4161321.317,CO2 Emissions
European Union,Europe,1993,4177106.509,CO2 Emissions
European Union,Europe,1992,4259922.812,CO2 Emissions
European Union,Europe,1991,4403723.161,CO2 Emissions
European Union,Europe,1990,4462205.145,CO2 Emissions
Finland,Europe,2014,47597.73353,CO2 Emissions
Finland,Europe,2013,51834.69674,CO2 Emissions
Finland,Europe,2012,50983.27288,CO2 Emissions
Finland,Europe,2011,56478.74559,CO2 Emissions
Finland,Europe,2010,63828.01823,CO2 Emissions
Finland,Europe,2009,55635.58277,CO2 Emissions
Finland,Europe,2008,58461.63302,CO2 Emissions
Finland,Europe,2007,66531.72081,CO2 Emissions
Finland,Europe,2006,68201.906,CO2 Emissions
Finland,Europe,2005,56912.31489,CO2 Emissions
Finland,Europe,2004,68821.81289,CO2 Emissions
Finland,Europe,2003,72522.59019,CO2 Emissions
Finland,Europe,2002,64946.46821,CO2 Emissions
Finland,Europe,2001,62442.64007,CO2 Emissions
Finland,Europe,2000,56973.35053,CO2 Emissions
Finland,Europe,1999,58872.9308,CO2 Emissions
Finland,Europe,1998,59351.49815,CO2 Emissions
Finland,Europe,1997,62698.08679,CO2 Emissions
Finland,Europe,1996,64038.9222,CO2 Emissions
Finland,Europe,1995,58126.24754,CO2 Emissions
Finland,Europe,1994,61696.38533,CO2 Emissions
Finland,Europe,1993,56333.26799,CO2 Emissions
Finland,Europe,1992,54264.37931,CO2 Emissions
Finland,Europe,1991,55187.17945,CO2 Emissions
Finland,Europe,1990,56950.84818,CO2 Emissions
France,Europe,2014,341152.5315,CO2 Emissions
France,Europe,2013,369985.5945,CO2 Emissions
France,Europe,2012,370491.1537,CO2 Emissions
France,Europe,2011,368183.4384,CO2 Emissions
France,Europe,2010,394235.6741,CO2 Emissions
France,Europe,2009,383957.6243,CO2 Emissions
France,Europe,2008,401878.8647,CO2 Emissions
France,Europe,2007,408508.5899,CO2 Emissions
France,Europe,2006,417662.6789,CO2 Emissions
France,Europe,2005,428557.6102,CO2 Emissions
France,Europe,2004,423168.6361,CO2 Emissions
France,Europe,2003,422312.8845,CO2 Emissions
France,Europe,2002,413569.2479,CO2 Emissions
France,Europe,2001,417864.7056,CO2 Emissions
France,Europe,2000,417116.5447,CO2 Emissions
France,Europe,1999,420506.322,CO2 Emissions
France,Europe,1998,429051.4999,CO2 Emissions
France,Europe,1997,407475.1118,CO2 Emissions
France,Europe,1996,414013.0701,CO2 Emissions
France,Europe,1995,401571.2255,CO2 Emissions
France,Europe,1994,394536.9624,CO2 Emissions
France,Europe,1993,394334.8338,CO2 Emissions
France,Europe,1992,414955.0768,CO2 Emissions
France,Europe,1991,425042.9207,CO2 Emissions
France,Europe,1990,400652.624,CO2 Emissions
Germany,Europe,2014,792902.788,CO2 Emissions
Germany,Europe,2013,835792.6323,CO2 Emissions
Germany,Europe,2012,817031.4402,CO2 Emissions
Germany,Europe,2011,812483.2196,CO2 Emissions
Germany,Europe,2010,832259.2033,CO2 Emissions
Germany,Europe,2009,788422.4379,CO2 Emissions
Germany,Europe,2008,853229.9408,CO2 Emissions
Germany,Europe,2007,850795.7208,CO2 Emissions
Germany,Europe,2006,877422.4569,CO2 Emissions
Germany,Europe,2005,865958.5134,CO2 Emissions
Germany,Europe,2004,886344.6297,CO2 Emissions
Germany,Europe,2003,900377.5854,CO2 Emissions
Germany,Europe,2002,899161.5674,CO2 Emissions
Germany,Europe,2001,915634.4396,CO2 Emissions
Germany,Europe,2000,899284.9934,CO2 Emissions
Germany,Europe,1999,895336.7862,CO2 Emissions
Germany,Europe,1998,922778.54,CO2 Emissions
Germany,Europe,1997,930768.5605,CO2 Emissions
Germany,Europe,1996,958368.7247,CO2 Emissions
Germany,Europe,1995,938148.0931,CO2 Emissions
Germany,Europe,1994,939207.3282,CO2 Emissions
Germany,Europe,1993,955977.5994,CO2 Emissions
Germany,Europe,1992,965790.8353,CO2 Emissions
Germany,Europe,1991,1014119.72,CO2 Emissions
Germany,Europe,1990,1052238.234,CO2 Emissions
Greece,Europe,2014,79628.2744,CO2 Emissions
Greece,Europe,2013,82910.62596,CO2 Emissions
Greece,Europe,2012,90710.57425,CO2 Emissions
Greece,Europe,2011,94102.94398,CO2 Emissions
Greece,Europe,2010,97035.08276,CO2 Emissions
Greece,Europe,2009,103969.7843,CO2 Emissions
Greece,Europe,2008,110255.7655,CO2 Emissions
Greece,Europe,2007,114127.5543,CO2 Emissions
Greece,Europe,2006,111777.7437,CO2 Emissions
Greece,Europe,2005,113219.8224,CO2 Emissions
Greece,Europe,2004,109571.0609,CO2 Emissions
Greece,Europe,2003,109126.5676,CO2 Emissions
Greece,Europe,2002,105051.4662,CO2 Emissions
Greece,Europe,2001,105407.3076,CO2 Emissions
Greece,Europe,2000,103019.6647,CO2 Emissions
Greece,Europe,1999,97979.77835,CO2 Emissions
Greece,Europe,1998,98663.19416,CO2 Emissions
Greece,Europe,1997,93839.86992,CO2 Emissions
Greece,Europe,1996,89134.4254,CO2 Emissions
Greece,Europe,1995,86980.64577,CO2 Emissions
Greece,Europe,1994,86425.85651,CO2 Emissions
Greece,Europe,1993,84263.0079,CO2 Emissions
Greece,Europe,1992,84949.02583,CO2 Emissions
Greece,Europe,1991,83390.35468,CO2 Emissions
Greece,Europe,1990,83403.72,CO2 Emissions
Hungary,Europe,2014,43573.40884,CO2 Emissions
Hungary,Europe,2013,43930.87818,CO2 Emissions
Hungary,Europe,2012,46774.94485,CO2 Emissions
Hungary,Europe,2011,50272.8651,CO2 Emissions
Hungary,Europe,2010,52108.89276,CO2 Emissions
Hungary,Europe,2009,51630.69002,CO2 Emissions
Hungary,Europe,2008,57325.16233,CO2 Emissions
Hungary,Europe,2007,58419.03917,CO2 Emissions
Hungary,Europe,2006,59751.73108,CO2 Emissions
Hungary,Europe,2005,60329.50501,CO2 Emissions
Hungary,Europe,2004,60231.66198,CO2 Emissions
Hungary,Europe,2003,61766.8396,CO2 Emissions
Hungary,Europe,2002,58968.22777,CO2 Emissions
Hungary,Europe,2001,59995.73448,CO2 Emissions
Hungary,Europe,2000,58336.80706,CO2 Emissions
Hungary,Europe,1999,61593.14102,CO2 Emissions
Hungary,Europe,1998,61087.76379,CO2 Emissions
Hungary,Europe,1997,61549.91246,CO2 Emissions
Hungary,Europe,1996,62950.25321,CO2 Emissions
Hungary,Europe,1995,61354.46202,CO2 Emissions
Hungary,Europe,1994,61568.37459,CO2 Emissions
Hungary,Europe,1993,63174.97837,CO2 Emissions
Hungary,Europe,1992,62050.1264,CO2 Emissions
Hungary,Europe,1991,69392.72564,CO2 Emissions
Hungary,Europe,1990,73115.19863,CO2 Emissions
Iceland,Europe,2014,3272.208233,CO2 Emissions
Iceland,Europe,2013,3301.796314,CO2 Emissions
Iceland,Europe,2012,3290.576431,CO2 Emissions
Iceland,Europe,2011,3298.56769,CO2 Emissions
Iceland,Europe,2010,3383.552219,CO2 Emissions
Iceland,Europe,2009,3521.89071,CO2 Emissions
Iceland,Europe,2008,3567.20926,CO2 Emissions
Iceland,Europe,2007,3236.895337,CO2 Emissions
Iceland,Europe,2006,2939.276597,CO2 Emissions
Iceland,Europe,2005,2797.314592,CO2 Emissions
Iceland,Europe,2004,2837.029011,CO2 Emissions
Iceland,Europe,2003,2792.723132,CO2 Emissions
Iceland,Europe,2002,2795.907312,CO2 Emissions
Iceland,Europe,2001,2710.294727,CO2 Emissions
Iceland,Europe,2000,2728.937485,CO2 Emissions
Iceland,Europe,1999,2655.394725,CO2 Emissions
Iceland,Europe,1998,2450.234263,CO2 Emissions
Iceland,Europe,1997,2450.24392,CO2 Emissions
Iceland,Europe,1996,2385.913826,CO2 Emissions
Iceland,Europe,1995,2299.613655,CO2 Emissions
Iceland,Europe,1994,2248.368953,CO2 Emissions
Iceland,Europe,1993,2294.504644,CO2 Emissions
Iceland,Europe,1992,2172.619363,CO2 Emissions
Iceland,Europe,1991,2042.936976,CO2 Emissions
Iceland,Europe,1990,2106.026068,CO2 Emissions
Ireland,Europe,2014,36559.06858,CO2 Emissions
Ireland,Europe,2013,37049.42383,CO2 Emissions
Ireland,Europe,2012,38031.61872,CO2 Emissions
Ireland,Europe,2011,37895.19543,CO2 Emissions
Ireland,Europe,2010,41558.27509,CO2 Emissions
Ireland,Europe,2009,41996.32468,CO2 Emissions
Ireland,Europe,2008,47175.54027,CO2 Emissions
Ireland,Europe,2007,47493.12668,CO2 Emissions
Ireland,Europe,2006,47405.96673,CO2 Emissions
Ireland,Europe,2005,47952.20439,CO2 Emissions
Ireland,Europe,2004,46042.40225,CO2 Emissions
Ireland,Europe,2003,45554.32252,CO2 Emissions
Ireland,Europe,2002,45952.73017,CO2 Emissions
Ireland,Europe,2001,47482.72078,CO2 Emissions
Ireland,Europe,2000,45123.33544,CO2 Emissions
Ireland,Europe,1999,42302.08786,CO2 Emissions
Ireland,Europe,1998,40572.17586,CO2 Emissions
Ireland,Europe,1997,38675.59402,CO2 Emissions
Ireland,Europe,1996,37335.10811,CO2 Emissions
Ireland,Europe,1995,35718.74856,CO2 Emissions
Ireland,Europe,1994,34696.48573,CO2 Emissions
Ireland,Europe,1993,33574.97174,CO2 Emissions
Ireland,Europe,1992,33344.10238,CO2 Emissions
Ireland,Europe,1991,33508.44202,CO2 Emissions
Ireland,Europe,1990,32768.52676,CO2 Emissions
Italy,Europe,2014,342826.6771,CO2 Emissions
Italy,Europe,2013,362063.6493,CO2 Emissions
Italy,Europe,2012,389340.7634,CO2 Emissions
Italy,Europe,2011,416499.5342,CO2 Emissions
Italy,Europe,2010,428879.6812,CO2 Emissions
Italy,Europe,2009,418881.0769,CO2 Emissions
Italy,Europe,2008,467933.5932,CO2 Emissions
Italy,Europe,2007,478237.7112,CO2 Emissions
Italy,Europe,2006,486594.0666,CO2 Emissions
Italy,Europe,2005,490914.2629,CO2 Emissions
Italy,Europe,2004,492746.2556,CO2 Emissions
Italy,Europe,2003,489595.5081,CO2 Emissions
Italy,Europe,2002,473504.0592,CO2 Emissions
Italy,Europe,2001,471124.2767,CO2 Emissions
Italy,Europe,2000,465175.0734,CO2 Emissions
Italy,Europe,1999,459840.6423,CO2 Emissions
Italy,Europe,1998,454967.6332,CO2 Emissions
Italy,Europe,1997,444055.4335,CO2 Emissions
Italy,Europe,1996,440235.5072,CO2 Emissions
Italy,Europe,1995,447201.1688,CO2 Emissions
Italy,Europe,1994,421404.0999,CO2 Emissions
Italy,Europe,1993,429158.0092,CO2 Emissions
Italy,Europe,1992,435535.8351,CO2 Emissions
Italy,Europe,1991,435938.6139,CO2 Emissions
Italy,Europe,1990,436204.2499,CO2 Emissions
Japan,Asia,2014,1265490.609,CO2 Emissions
Japan,Asia,2013,1311509.149,CO2 Emissions
Japan,Asia,2012,1296186.358,CO2 Emissions
Japan,Asia,2011,1261862.938,CO2 Emissions
Japan,Asia,2010,1212970.225,CO2 Emissions
Japan,Asia,2009,1162606.192,CO2 Emissions
Japan,Asia,2008,1235455.81,CO2 Emissions
Japan,Asia,2007,1319799.194,CO2 Emissions
Japan,Asia,2006,1285177.837,CO2 Emissions
Japan,Asia,2005,1305938.824,CO2 Emissions
Japan,Asia,2004,1298433.888,CO2 Emissions
Japan,Asia,2003,1299490.609,CO2 Emissions
Japan,Asia,2002,1294399.198,CO2 Emissions
Japan,Asia,2001,1257384.56,CO2 Emissions
Japan,Asia,2000,1274297.988,CO2 Emissions
Japan,Asia,1999,1253082.147,CO2 Emissions
Japan,Asia,1998,1218257.762,CO2 Emissions
Japan,Asia,1997,1253057.307,CO2 Emissions
Japan,Asia,1996,1255264.198,CO2 Emissions
Japan,Asia,1995,1242494.022,CO2 Emissions
Japan,Asia,1994,1228936.691,CO2 Emissions
Japan,Asia,1993,1167714.718,CO2 Emissions
Japan,Asia,1992,1174619.006,CO2 Emissions
Japan,Asia,1991,1164474.346,CO2 Emissions
Japan,Asia,1990,1155993.62,CO2 Emissions
